feature_id	gene_id	GSM461176	GSM461177	GSM461178	GSM461179	GSM461180	GSM461181	GSM461182
FBtr0078493	FBgn0004179	743.352	237.9	229.034	2304.455	214.161	188.868	693.224
FBtr0078494	FBgn0004179	1198.83	412.557	557.751	3704.5	496.999	588.599	671.143
FBtr0303600	FBgn0025702	0.0173176	0.991867	0	0	1.52341e-07	29.8507	0
FBtr0304724	FBgn0025702	46.7171	0	25.8159	0	21.915	2.41459e-08	0
FBtr0306595	FBgn0025702	7.58536	31.0345	4.78136	155.2881	0	28.1298	13.0789
FBtr0306596	FBgn0025702	0	0	0	0	5.62697e-07	0	0
FBtr0078496	FBgn0025702	33.5712	0	0	343.305	21.2929	0	2.70391e-08
FBtr0303599	FBgn0025702	0.0052939	9.48756	0	0	1.75105e-08	0	38.5266
FBtr0306594	FBgn0025702	1.9949e-06	0	28.4028	74.4063	0	0	0
FBtr0306597	FBgn0025702	51.1037	14.486	0	0	32.7921	36.0196	43.3945
FBtr0078510	FBgn0011771	2581	966	1087	8394	1113	1178	2083
FBtr0078498	FBgn0027086	1561.71	199.849	692.859	4824.6	439.996	564.034	1362.53
FBtr0078499	FBgn0027086	5.69406e-05	22.5373	0.366419	409.91	9.89784	104.764	11.8162
FBtr0078500	FBgn0027086	3462.29	1823.61	1389.77	9216.49	1367.11	1272.2	2966.65
FBtr0078509	FBgn0004449	1832.32	826.054	730.225	8389.29	1329.37	1311.75	1387
FBtr0306107	FBgn0004449	1112.34	524.973	454.887	557.354	177.817	180.623	638.499
FBtr0330159	FBgn0004449	1112.34	524.973	454.887	557.354	177.817	180.623	638.499
FBtr0078501	FBgn0052450	2	2	0	6	1	0	0
FBtr0078503	FBgn0037162	0	0	0	0	0	0	0
FBtr0078508	FBgn0037163	3	1	1	6	2	3	0
FBtr0078504	FBgn0037164	0	0	0	0	1	0	0
FBtr0078505	FBgn0037165	0	0	0	0	0	0	0
FBtr0078506	FBgn0037166	1	0	2	6	3	0	1
FBtr0078507	FBgn0037167	0	0	0	0	0	0	0
FBtr0306848	FBgn0263004	0	0	0	0	0	0	0
FBtr0306916	FBgn0263036	0	0	0	0	0	0	0
FBtr0306915	FBgn0263035	0	0	0	0	0	0	0
FBtr0306914	FBgn0263034	0	0	0	0	0	0	0
FBtr0078513	FBgn0037169	3.63351e-07	0	1.9654e-08	3.94289e-06	7	3.14475e-08	1.57653e-06
FBtr0331778	FBgn0037169	1	0	1	24	0	2	4
FBtr0078514	FBgn0037170	2	0	1	12	1	0	1
FBtr0331779	FBgn0037171	0	0	0	0	0	0	0
FBtr0078515	FBgn0037172	0	0	0	0	0	0	0
FBtr0091767	FBgn0053766	0	0	0	0	0	0	0
FBtr0091768	FBgn0053767	0	0	0	0	0	0	0
FBtr0091769	FBgn0053768	0	0	0	0	0	0	0
FBtr0091770	FBgn0053769	0	0	0	0	0	0	1
FBtr0290125	FBgn0053770	0	0	0	0	0	0	0
FBtr0303713	FBgn0053771	0	0	0	0	0	0	0
FBtr0303714	FBgn0053772	0	0	0	0	0	0	0
FBtr0078517	FBgn0037174	1	0	0	0	0	0	0
FBtr0100669	FBgn0037174	0	0	0.0351155	0.1229609	0	0	0
FBtr0331774	FBgn0037174	0	0	0.964884	2.877039	0	0	0
FBtr0331777	FBgn0037175	0	0	0	0	0	0	0
FBtr0289975	FBgn0037176	0	0	0	0	0	0	0
FBtr0078518	FBgn0037176	0	0	1	0	0	0	0
FBtr0078542	FBgn0037177	0	0	0	0	0	0	0
FBtr0331776	FBgn0037177	0	0	0	0	0.00785692	0	0
FBtr0078541	FBgn0037178	0	0	0	0	0	0	0
FBtr0078519	FBgn0037179	0	0	0	0	0	0	0
FBtr0078520	FBgn0037180	0	0	0	0	0	0	0
FBtr0078521	FBgn0052453	0	0	0	0	0.992143	0	0
FBtr0078522	FBgn0037181	1.21068e-06	0	0	1.623634e-06	0	7.78631e-08	5.56216e-07
FBtr0330172	FBgn0037181	3	0	0	9	0	1	0.999999
FBtr0078539	FBgn0037182	194.128	161.301	115.502	728.532	69.2497	92.0126	287.89
FBtr0113186	FBgn0037182	533.454	381.071	479.546	2282.114	492.932	814.87	665.89
FBtr0078540	FBgn0037182	1157.19	248.388	366.822	1344.622	313.782	17.3377	412.618
FBtr0330173	FBgn0037182	64.4007	38.6343	0	101.5733	0	29.2333	44.9254
FBtr0330174	FBgn0037182	0	0	0	0	0	0	0
FBtr0330175	FBgn0037182	40.2064	51.9446	0	247.5982	0	38.9581	23.8406
FBtr0331775	FBgn0037182	397.617	72.6611	139.13	1265.559	117.035	152.589	213.836
FBtr0078523	FBgn0052452	34.1592	12.274	36.1515	106.5847	0	33.4205	59.8448
FBtr0078524	FBgn0052452	446.841	109.726	108.849	1123.416	137	146.58	169.155
FBtr0078538	FBgn0037183	108	33	61	261	43	49	71
FBtr0089631	FBgn0016034	0	0	9.85979e-06	0	0	0	0
FBtr0089632	FBgn0016034	523.11	239.067	252	1906.758	290	327	467.524
FBtr0089633	FBgn0016034	278.89	39.9325	0	109.2421	2.45581e-06	0	70.4761
FBtr0078537	FBgn0037184	180	68	86	577.132	62.3946	84	146
FBtr0310503	FBgn0037184	0	0	0	67.8679	28.6054	0	0
FBtr0078528	FBgn0037185	233	105	129	698.968	99.937	133	212
FBtr0078529	FBgn0260481	19	9	11	36	9	7	21
FBtr0113188	FBgn0037186	0	0	0	0.2437004	2.42781	0	0
FBtr0078536	FBgn0037186	31	8	9	44.7881	7.63523	6	9
FBtr0078535	FBgn0010830	768	330	326	1932	323	420	534
FBtr0078530	FBgn0037188	557	262	205	1524	235	272	366
FBtr0078533	FBgn0052451	108.391	43.763	24.8754	532.856	34.6482	45.4964	66.382
FBtr0113437	FBgn0052451	0	0	0	0	0	0	0
FBtr0332105	FBgn0052451	25.0088	16.5305	0	0	0	16.3898	21.0754
FBtr0078531	FBgn0052451	894.34	274.412	464.51	2774.067	386.167	329.926	503.53
FBtr0078532	FBgn0052451	0	27.7462	29.8993	0	6.87257	0	89.6217
FBtr0306600	FBgn0052451	818.871	337.578	170.589	1406.934	291.38	385.909	558.209
FBtr0302134	FBgn0052451	275.389	96.9695	167.127	689.142	146.933	121.279	226.182
FBtr0078534	FBgn0037191	0	1	0	45	8	8	0
FBtr0078582	FBgn0027339	0	0	0	0	0	0	0
FBtr0304985	FBgn0027339	79.0621	25.0278	15.9693	261.4337	25.0929	41.0408	75.6706
FBtr0330076	FBgn0027339	91.4827	37.6525	79.8328	695.941	33.1037	45.8705	204.946
FBtr0333213	FBgn0027339	1052.7	214.775	133.459	1966.129	119.434	107.275	287.103
FBtr0333211	FBgn0027339	28.6807	0	42.5862	0.0706115	99.3032	0.0543756	53.6377
FBtr0333212	FBgn0027339	1164.67	600.731	486.061	3623.35	375.299	404.692	1015.64
FBtr0100184	FBgn0027339	629.911	339.402	270.349	0	302.44	322.877	0
FBtr0078546	FBgn0037195	7	2	2	3	4	1	4
FBtr0078579	FBgn0052462	8	6	3	18	1	4	2
FBtr0078578	FBgn0052459	1	1	1	0	0	0	3
FBtr0078548	FBgn0037197	1	0	1	3	1	2	2
FBtr0078549	FBgn0053169	2.48523	1.92274	0	0	0	0	0
FBtr0299876	FBgn0053169	67.5148	12.0773	34	276	35	28	32
FBtr0299877	FBgn0053170	394.02	41.4379	56.0358	1181.491	73.8621	65.1134	184.544
FBtr0089836	FBgn0053170	106.98	39.5621	43.2942	560.771	39.1379	46.8866	104.456
FBtr0078577	FBgn0037199	475	127	187.67	1206.738	143	172	295
FBtr0299906	FBgn0010348	70.9351	6.90105	0	671.733	6.90116	20.1909	47.5545
FBtr0299907	FBgn0010348	115.436	0	19.0397	291.6746	64.2332	25.9628	34.4987
FBtr0078571	FBgn0010348	5276.94	1357.77	1588.69	14325.37	1492.67	1639.96	3339.51
FBtr0112858	FBgn0010348	43.754	0	20.5441	205.9288	11.1572	9.52369	0
FBtr0078573	FBgn0010348	843.464	597.416	815.886	4314.53	712.158	936.897	1087.55
FBtr0332054	FBgn0010348	49.8982	0	0	138.9885	9.13896	18.6326	28.6948
FBtr0078574	FBgn0010348	321.088	147.708	80.4833	2375.031	163.191	151.306	187.322
FBtr0078575	FBgn0010348	213.482	35.2062	51.3595	440.737	91.5491	84.5319	97.8683
FBtr0078552	FBgn0037200	320	118.646	155	1024.744	112.664	182.76	195.398
FBtr0078553	FBgn0037200	0	31.3538	0	76.2563	40.3361	24.2396	55.6022
FBtr0078568	FBgn0044324	1472.32	689.3	650.044	4015.57	508.166	556.686	976.973
FBtr0078569	FBgn0044324	636.494	103.702	1.1141	977.798	346.659	77.5581	0.00296694
FBtr0332053	FBgn0044324	195.431	64.9125	0	734.444	0	233.938	448.303
FBtr0078570	FBgn0044324	583.753	118.085	349.842	1058.185	180.175	188.819	384.72
FBtr0078554	FBgn0037202	33.38	30.7138	15.4194	150.39	0	15.3111	0
FBtr0332051	FBgn0037202	427.62	154.286	231.581	1307.61	274	284.689	312
FBtr0078555	FBgn0037203	38.2928	9.70547	16	130.4498	23.9003	14.7409	27.1945
FBtr0078556	FBgn0037203	0	0	0	8.67229	11.0997	19.2591	17.3009
FBtr0078557	FBgn0037203	9.70722	12.2945	0	28.87789	0	0	10.5046
FBtr0332052	FBgn0037204	0	2.79462	2	9	2	1	2.99996
FBtr0078558	FBgn0037204	3	1.20538	0	0	0	0	3.65806e-05
FBtr0078559	FBgn0037205	881	330	346	2433	361	371	694
FBtr0078560	FBgn0037206	474.268	154.664	181.696	1162.815	279.779	144.198	225.18
FBtr0331398	FBgn0037206	184.192	94.4828	110.391	692.382	61.1484	214.842	123.521
FBtr0331396	FBgn0037206	68.6491	21.2012	32.843	126.296	36.3311	28.6871	67.7084
FBtr0331397	FBgn0037206	230.891	61.6515	60.0697	796.507	44.7415	48.2727	134.591
FBtr0078561	FBgn0037207	5022.74	1685.94	2009.09	11342.61	1743.02	2030.85	2600.46
FBtr0078563	FBgn0037207	948.257	753.064	578.909	4302.39	518.983	551.151	1328.54
FBtr0078567	FBgn0052461	9	5	6	27	2	5	7
FBtr0300619	FBgn0052457	16	0	0	48	2	5	7
FBtr0300620	FBgn0052457	0	1	3	0	0	0	0
FBtr0333221	FBgn0262509	51.1691	15.6122	3.76953	180.3036	9.79925	12.1694	70.5693
FBtr0304830	FBgn0262509	0	0	0	0	0	0	0
FBtr0304831	FBgn0262509	0	0	0	0	0	0	2.89229
FBtr0304833	FBgn0262509	540.892	163.074	158.104	1369.712	146.994	142.473	328.863
FBtr0304834	FBgn0262509	0	0	0	0	0	0	0
FBtr0304836	FBgn0262509	12.9387	8.31422	3.12643	189.9835	14.2068	25.3575	10.6759
FBtr0333910	FBgn0024733	66.1435	37.5494	40.1346	508.843	32.9933	30.3754	144.395
FBtr0299869	FBgn0024733	16367.3	7336.27	10232.4	90733.3	9264.09	9300.3	19320.7
FBtr0299870	FBgn0024733	4241.52	907.179	782.515	24764.81	1114.91	1898.32	4214.91
FBtr0111141	FBgn0264492	11.7939	0	5.93599	58.6179	0	0	6.46017
FBtr0070042	FBgn0264492	1029.95	186.432	76.2761	2488.791	135.188	225.713	470.918
FBtr0070043	FBgn0264492	297.376	0	55.5977	520.308	39.5657	37.2747	39.7399
FBtr0070044	FBgn0264492	658.885	342.568	418.19	4528.29	429.246	350.013	1091.88
FBtr0070045	FBgn0053217	221.457	59.1393	75	1416	72	74.4804	341.984
FBtr0111173	FBgn0084017	24.5433	3.86073	0	0	0	2.51963	5.01613
FBtr0070046	FBgn0052350	376	109	117	1704	89	108	368
FBtr0308948	FBgn0054031	8	1	1	36	1	1	3
FBtr0300118	FBgn0037212	10.2993	2.1992	14.7309	160.7028	0	10.13	55.752
FBtr0308330	FBgn0037212	22.1543	8.07153	0	71.6825	13.6746	0	0
FBtr0308332	FBgn0037212	30.8453	2.90802	0	45.3344	0	0	12.0132
FBtr0332872	FBgn0037212	11.9567	4.38404	0.191668	0	0	3.12222	17.5091
FBtr0308331	FBgn0037212	26.7444	15.4372	7.07742	124.2802	6.32543	15.7478	11.7257
FBtr0070038	FBgn0010215	2954	979	935	11835	988	947	2598
FBtr0331408	FBgn0052230	4.91089	14.3639	25.5703	177.505	29.0751	10.6369	87.6634
FBtr0070040	FBgn0052230	21.0347	25.1871	7.2185	142.9885	14.7828	33.7282	150.268
FBtr0070041	FBgn0052230	1405.05	290.449	374.211	3711.5	322.142	359.635	685.069
FBtr0299881	FBgn0250816	72.8856	0	0	175.0452	13.6627	0	0
FBtr0299882	FBgn0250816	285.114	0.000327678	21.2384	1162.276	1.83715	73.3438	254.057
FBtr0299880	FBgn0250816	3.28242e-05	92.8758	95.7616	381.555	84.5001	0.000197852	0.0017863
FBtr0301725	FBgn0250816	0	12.1239	0	114.1238	0	18.656	39.9416
FBtr0299868	FBgn0039977	817.199	174.817	163.277	2498.979	134.367	157.055	443.176
FBtr0333911	FBgn0039977	35.8013	18.1828	15.7233	219.0218	10.6329	10.9448	46.8241
FBtr0111169	FBgn0058298	11	11	5	135	5	1	18
FBtr0111166	FBgn0040056	457.305	111.512	142.957	2048.233	150.618	109.641	292.555
FBtr0333912	FBgn0040056	263.896	84.8904	81.5803	0.459024	48.4099	61.3665	219.898
FBtr0333913	FBgn0040056	0	0	0	0	0	0	0
FBtr0333914	FBgn0040056	245.799	75.5972	35.463	1605.308	27.972	16.9927	275.547
FBtr0333915	FBgn0264699	54	16	23	534	33	32	63
FBtr0111152	FBgn0058470	74	22	16	306	17	11	51
FBtr0111154	FBgn0058053	2	0	1	0	0	0	0
FBtr0111163	FBgn0058045	2830.84	717.037	716.51	8196.55	659.315	755.153	1619.07
FBtr0304740	FBgn0058045	41.6277	29.0879	10.4036	422.689	10.3997	9.8138	72.5602
FBtr0331585	FBgn0058045	185.128	28.8753	34.4002	327.715	34.5762	24.802	69.0472
FBtr0331586	FBgn0058045	46.4056	0	23.6857	269.0392	12.7089	27.2316	74.3247
FBtr0111143	FBgn0011288	23.3779	11	13	183.685	7	9.5	13.5
FBtr0304625	FBgn0011288	15.7377	0	0	40.195	7	9.5	13.5
FBtr0304626	FBgn0011288	14.8845	0	0	16.11994	0	0	0
FBtr0113473	FBgn0259697	4	1	0	30	0	3	3
FBtr0111147	FBgn0044510	0.0114305	1.4932e-08	0	5.17615e-08	0	0	1.32392e-05
FBtr0111146	FBgn0044510	885.971	233.009	207.539	3566.67	204.807	216.353	704.386
FBtr0111144	FBgn0044510	56.234	16.854	9.81366	174.8297	14.689	13.9853	38.417
FBtr0078961	FBgn0037213	68.8682	13.6023	16.1127	363.877	20.4971	25.3428	61.715
FBtr0078962	FBgn0037213	601.132	298.398	256.887	2354.123	403.503	520.657	531.285
FBtr0078989	FBgn0000500	1	1	2	9	4	6	1
FBtr0306022	FBgn0037215	1015.88	395.762	437.818	3082.42	854.229	1240.33	1159.17
FBtr0078964	FBgn0037215	6421.37	2561.04	3033.62	17651.95	2193.98	2021.47	5051.52
FBtr0306021	FBgn0037215	136.283	0	23.9621	0.74205	0	15.0092	76.6586
FBtr0308680	FBgn0037215	435.334	183.202	265.431	1004.538	124.711	194.166	238.076
FBtr0078988	FBgn0037217	1.35452e-07	38.3367	37.1671	138.7604	32.0852	46.0278	15.6323
FBtr0111206	FBgn0037217	62.141	12.6633	0	27.59243	0	0	30.9399
FBtr0078965	FBgn0037218	70.4783	0	0	206.4224	0	0	44.9017
FBtr0078966	FBgn0037218	3374.95	1371.48	1410.15	9558.2	1490.58	1676.94	2659.71
FBtr0078987	FBgn0051516	22	10	12	54	11	11	21
FBtr0078986	FBgn0261436	1115.57	511.519	595.845	3183.38	493.421	652.06	883.392
FBtr0078985	FBgn0037220	2267	947	1116	6153	1057	1235	1782
FBtr0078967	FBgn0015331	1384	522	584	3741	605	710	980
FBtr0078968	FBgn0010225	23378.7	8826.47	9771.06	46334	6228.37	7422.32	15053.2
FBtr0078969	FBgn0010225	127.63	123.496	107.403	366.804	0	0	182.294
FBtr0078973	FBgn0010225	177.469	102.355	728.827	814.979	364.935	21.2232	51.2598
FBtr0309256	FBgn0010225	239.514	0.00038542	230.9	587.893	0	65.4027	373.186
FBtr0078971	FBgn0010225	633.351	152.158	264.776	2868.529	718.052	515.886	384.04
FBtr0309257	FBgn0010225	76.3733	58.5188	133.035	447.871	106.647	60.1711	66.0422
FBtr0089688	FBgn0037222	475.19	198.719	151.213	879.742	101.977	139.584	259.381
FBtr0309258	FBgn0037222	150.816	0	100.787	0.002735782	38.0232	0.921078	2.06438e-06
FBtr0089687	FBgn0037222	29.9939	37.2812	0	320.255	0	43.4953	98.6188
FBtr0112501	FBgn0085334	161	31	54	174	15	16	33
FBtr0078975	FBgn0037224	4	3	3	0	1	0	6
FBtr0078982	FBgn0037225	119	34	52	351	51	50	58
FBtr0078981	FBgn0250821	91	23	41	255	47	39	58
FBtr0078976	FBgn0037227	1	0	2	6	4	2	3
FBtr0078977	FBgn0041621	15	6	7	45	1	3	6
FBtr0078978	FBgn0037228	6518.4	4486.45	6541.47	29281.16	6026.23	8309.57	9846.35
FBtr0111222	FBgn0037228	14229.6	1732.55	1586.53	43231.8	2579.77	1349.43	4150.65
FBtr0078979	FBgn0037229	0	0	5.9048	50.0834	0	0	12.5018
FBtr0113191	FBgn0037229	14.7545	6.43638	6.74634	63.2443	0	0	8.15254
FBtr0078980	FBgn0037229	63.9415	12.659	22.9358	140.3006	22.5652	26.2655	16.7678
FBtr0078897	FBgn0041605	0	0	0	0	0	0	0
FBtr0113343	FBgn0041605	0	0	0	0	0	0	0
FBtr0301769	FBgn0041605	0	0.0368971	0	0	0	0.164017	0
FBtr0078898	FBgn0041605	0	5.32761e-08	0	0	19.1984	4.37872e-07	0
FBtr0078899	FBgn0041605	0	0	0	0	0	0	5.5778
FBtr0301768	FBgn0041605	0	0	0	0	0	0	0
FBtr0078900	FBgn0041605	0	0	0	4.02042	9.95174	0.853244	0
FBtr0078902	FBgn0041605	13.1434	9.28177	2.85361	52.5047	4.48011	3.35376	3.53378
FBtr0113338	FBgn0041605	0	0	0	0	0	0	0
FBtr0113340	FBgn0041605	0	0	0	0	0	0	0.0282732
FBtr0301770	FBgn0041605	0	0	0	0	0	0	4.66036
FBtr0113339	FBgn0041605	0	3.63528	6.98081	87.7956	0	0	0
FBtr0113341	FBgn0041605	32.3344	0	0	0.1537309	0	10.4385	2.28615
FBtr0300789	FBgn0041605	0.0223065	4.83723	0	38.8676	0	0.00576084	0.0020623
FBtr0301771	FBgn0041605	0	5.64691	0	116.4628	0	19.947	0
FBtr0078901	FBgn0041605	21.2217	0	3.3979	0	0	0	0
FBtr0301772	FBgn0041605	0	0	0	0	0	0	0
FBtr0100500	FBgn0041605	0	0	0	8.94655	0	0	0
FBtr0310614	FBgn0041605	0	0	0	0	0	0	2.91158
FBtr0113337	FBgn0041605	0	0	0	0	0	0	0
FBtr0310506	FBgn0041605	9.27817	1.56192	3.76768	36.2485	1.36971	3.23777	0
FBtr0100499	FBgn0041605	0	0	0	0	0	0	0
FBtr0078959	FBgn0037230	22	9	8	60	6	11	7
FBtr0078903	FBgn0027930	1799	642.741	764.03	4836.36	787.606	882.953	1178.62
FBtr0300936	FBgn0027930	191.204	78.4782	102.878	1451.096	148.801	174.346	338.268
FBtr0078958	FBgn0037231	992.794	333.781	395.091	2436.553	324.593	411.702	501.109
FBtr0273009	FBgn0037232	409	151	187	1248	134	175	354
FBtr0078957	FBgn0261086	10	5.5	6	22.5	6.5	5	9.5
FBtr0330038	FBgn0261086	10	5.5	6	22.5	6.5	5	9.5
FBtr0100617	FBgn0037234	281.482	85.8449	56.5276	587.53	56.0609	85.1589	151.413
FBtr0078905	FBgn0037234	787.486	267.465	292.187	2729.359	360.939	383.841	520.553
FBtr0078906	FBgn0037234	5.95976e-05	6.65178	0	0	0	0	0
FBtr0078907	FBgn0037234	26.0319	12.0386	13.2852	94.1105	0	0	13.0336
FBtr0078955	FBgn0027866	2766.54	1095.53	1118.91	7477.96	1052.89	1156.47	1728.57
FBtr0078956	FBgn0027866	743.458	128.469	201.089	1804.036	210.108	195.533	427.432
FBtr0078953	FBgn0037236	602.109	197.788	317.638	2347.369	228.268	207.591	646.095
FBtr0078954	FBgn0037236	246.186	135.151	179.966	909.949	87.2154	132.162	136.864
FBtr0078952	FBgn0037236	914.453	322.856	274.822	2523.254	381.923	349.219	704.669
FBtr0111207	FBgn0037236	56.9588	0	0	185.9284	23.1342	121.08	21.683
FBtr0078908	FBgn0040687	0	0	6.03013	0	3.53525	16.9641	11.3339
FBtr0078909	FBgn0037235	1053.05	224.133	217.293	2708.193	168.735	287.034	514.317
FBtr0111220	FBgn0037235	221.245	196.072	331.251	1300.304	311.189	325.95	528.038
FBtr0078951	FBgn0261434	2	0	0	0	1	0	0
FBtr0332447	FBgn0037238	19.3184	7.32849	0	27.64322	10.0641	0.289113	10.1007
FBtr0332448	FBgn0037238	0	10.4095	0	0	0	0	0
FBtr0332449	FBgn0037238	15.1176	5.41025	0	29.92489	0	0	0
FBtr0332450	FBgn0037238	6.69253	0	16.096	3.53505	0	9.71089	10.0531
FBtr0078913	FBgn0037239	0	0	0	0	0	0	0
FBtr0078914	FBgn0037239	6.15726	0	5.64493	92.4799	5.63739	16.8037	0
FBtr0078915	FBgn0037239	1406.32	511.398	672.528	1987.123	311.41	378.762	1019.4
FBtr0078916	FBgn0037239	143.523	82.6024	31.827	215.3975	53.9521	9.43444	61.5976
FBtr0078917	FBgn0037240	2796	946	899	10974	1355	1567	1502
FBtr0273017	FBgn0003882	27.9878	0	13.2192	21.00915	6.60388	0	6.90549
FBtr0302338	FBgn0003882	1580.01	581	666.781	4133.99	632.396	755	1181.09
FBtr0078919	FBgn0037241	42.4839	0	0	1006.837	16.2473	17.4218	53.2489
FBtr0302339	FBgn0037241	923.242	333	417	2073.07	425.714	499.837	779.887
FBtr0308807	FBgn0086608	12.1221	12.4497	15.112	87.3636	12.7856	8.01433	26.3842
FBtr0308808	FBgn0086608	5.94112	0	0	17.11402	0	4.58439	0
FBtr0308809	FBgn0086608	0.00519576	0	0	0	0	0	0
FBtr0110805	FBgn0086608	30.2055	9.55032	12.888	91.615	13.2534	17.1425	16.4802
FBtr0078950	FBgn0037242	894	381	404	2865	439	449	646
FBtr0113192	FBgn0086605	19.7447	7.99902	0	36.8174	0	4.3268	9.47273
FBtr0078949	FBgn0086605	1002.68	387.375	377	2820.278	395	415.961	671.172
FBtr0290222	FBgn0037244	623.58	190.626	276	1597.905	231	262.712	384.355
FBtr0078921	FBgn0263594	18184	6733	7471.58	57980.4	7721.2	8465.39	11794.4
FBtr0078922	FBgn0263594	33.044	0	28.4204	771.566	55.8043	49.6103	396.612
FBtr0290249	FBgn0052944	25.4516	12	6.52069	77.3824	22	10.6841	32.579
FBtr0290250	FBgn0052944	12.5484	0	6.47931	30.6176	0	0.315929	6.42096
FBtr0078923	FBgn0051528	1	2	0	12	3	8	0
FBtr0078946	FBgn0037248	696.083	405.571	458.066	2697.016	290.799	506.957	915.649
FBtr0301244	FBgn0037248	2846.92	716.429	703.934	5870.99	761.201	607.043	1445.35
FBtr0078924	FBgn0051525	45	25	17	225	21	21	53
FBtr0078944	FBgn0037249	13148	6555	7148	36687	7052	7443	10871
FBtr0078925	FBgn0037250	382	122	172	1113	172	169	254
FBtr0078943	FBgn0037251	261	100	156	1005	190	189	262
FBtr0078926	FBgn0037252	2998.26	1138.45	1144.42	7566.68	1292.37	1438.79	2059.16
FBtr0306343	FBgn0051522	52.8878	6.85266	40.6038	523.085	50.2172	28.0108	113.836
FBtr0078941	FBgn0051522	0	0	0	221.5427	8.99853	7.88487	44.7475
FBtr0306342	FBgn0051522	215.547	24.2039	0	349.734	0	35.555	2.91549
FBtr0306344	FBgn0051522	84.7552	11.5997	0	81.9933	0.497768	34.8845	0
FBtr0078939	FBgn0051522	916.433	377.333	350.941	2525.229	420.182	532.247	686.727
FBtr0078942	FBgn0051522	0.376425	37.0109	34.4553	84.4177	58.1042	0.417639	51.774
FBtr0078935	FBgn0051523	1388.17	622.226	583.793	4952.44	754.12	971.172	1543.19
FBtr0078936	FBgn0051523	1.12446	0.00646694	0.127474	1213.076	0.00216172	2.42357e-06	0.00690668
FBtr0078937	FBgn0051523	3808.84	1644.46	1683.2	4345.74	549.684	708.817	2775.59
FBtr0078938	FBgn0051523	5060.87	1000.31	1071.88	7893.74	801.194	526.011	3693.22
FBtr0299947	FBgn0037254	9	7	2	39	2	4	5
FBtr0078928	FBgn0037255	1997	848	874	5049	834	975	1022
FBtr0112567	FBgn0085386	0.629973	49.5769	76.6764	510.082	80.7039	0.00388619	57.3902
FBtr0303867	FBgn0085386	162.983	0	5.28826	31.8978	3.48578e-07	99.9961	51.2819
FBtr0112568	FBgn0085386	9.38674	8.42308	5.03536	25.02031	10.2961	0	3.32793
FBtr0112726	FBgn0085454	0	2	0	6	0	0	0
FBtr0078929	FBgn0051526	5	8	0	0	0	0	5
FBtr0303865	FBgn0051526	0	0	2	39	3	5	0
FBtr0303866	FBgn0037260	32	5	5	105	6	10	9
FBtr0078896	FBgn0052945	0	1	0	0	0	0	0
FBtr0078854	FBgn0087012	0	0	0	0	0	0	0
FBtr0078855	FBgn0087012	0	0	3	24	3	5	5.52102
FBtr0112871	FBgn0087012	0	0	0	0	0	0	0
FBtr0300474	FBgn0087012	3	1	0	0	0	0	1.47898
FBtr0301885	FBgn0087012	0	0	0	0	0	0	0
FBtr0078894	FBgn0037261	1685.22	473.147	439.532	5059.85	515.844	581.289	926.074
FBtr0301297	FBgn0037261	527.782	175.506	207.543	1570.398	151.929	213.564	386.949
FBtr0078895	FBgn0037261	0	337.347	315.925	125.7474	388.227	341.146	478.977
FBtr0301296	FBgn0037263	14.0102	8	3	57.0924	8	9	19
FBtr0078856	FBgn0037262	701.087	80.2319	84.8044	1449.187	137.759	108.425	346.603
FBtr0078857	FBgn0037262	421.799	203.866	257.143	1470.665	339.241	334.892	275.684
FBtr0305312	FBgn0037262	29.1034	60.9025	48.0528	50.0561	0	61.6824	20.7123
FBtr0078893	FBgn0040466	289	58	70	1011	102	135	187
FBtr0078859	FBgn0022981	0	2	0	0	0	0	0
FBtr0305313	FBgn0022981	1	0	0	12	2	2	1
FBtr0078860	FBgn0087013	14394	6555	7490	37926	6964	7634	12091
FBtr0078861	FBgn0037265	299	95	96.5369	587.936	89.9971	122	172
FBtr0308820	FBgn0037265	0	0	6.46315	117.0638	0.00291949	0	0
FBtr0308852	FBgn0263346	0	0	0	0.001693963	0	39.8091	4.28152
FBtr0308855	FBgn0263346	2152.55	938.902	824.325	5644.02	888.738	1121.44	1199.96
FBtr0308856	FBgn0263346	65.7922	0	0	1.155905e-05	0	0	0
FBtr0308857	FBgn0263346	119.603	0.0486123	0.176619	420.358	93.7568	0.000205624	8.71303e-05
FBtr0308858	FBgn0263346	1.78025e-07	0	0	0.0251343	3.86488e-08	0.846088	0.0397639
FBtr0308849	FBgn0263346	0	0	0	0	0	0	0
FBtr0308851	FBgn0263346	0	11.3715	81.1009	0	106.555	55.6615	0
FBtr0308850	FBgn0263346	1180.59	370.678	338.398	3024.04	282.796	333.248	614.221
FBtr0308854	FBgn0263346	0	0	0	178.5589	0	0	49.4979
FBtr0308853	FBgn0263346	29.462	0	0	0	9.15404	0	0
FBtr0091931	FBgn0053927	1	1	1	3	0	0	0
FBtr0078892	FBgn0037270	8220	3408	4429	19560	4195	4676	5843
FBtr0333922	FBgn0027570	0	0	0	0	0	0	0
FBtr0078891	FBgn0027570	41	28	26	84	10	14	0
FBtr0305133	FBgn0027570	1.18641e-05	1.98722e-06	0	1.052672e-05	5.95854e-07	2.09493e-06	33
FBtr0302616	FBgn0026620	3.13723e-07	49.4051	19.2125	0	3.24163e-05	0	7.96368e-07
